Move,From_Sqaure,Target_Sqaure,Piece_Moved,Piece_Captured,Is_Check,Top_10_Moves,Is_Capture
e8g8,e8,g8,k,,0,"['h7h6', 'c8f5', 'e8g8', 'd6c7', 'c8g4', 'a7a6', 'a7a5', 'd8c7', 'c8e6', 'f6g4']",1
b7b6,b7,b6,p,,0,"['a7a6', 'h7h6', 'e5e4', 'a8b8', 'f8e8', 'c5b4', 'd6c7', 'c6e7', 'd8c7', 'c8e6']",1
c6e7,c6,e7,n,,0,"['c6e7', 'c6a5', 'e5e4', 'c6b8', 'd8c7', 'd8d7', 'c8d7', 'c8b7', 'd8e8', 'f8e8']",1
a8b8,a8,b8,r,,0,"['e5d4', 'c5d4', 'e5e4', 'c8h3', 'a7a6', 'c8b7', 'h7h5', 'h7h6', 'f6g4', 'g8h8']",1
d8d7,d8,d7,q,,0,"['e7c6', 'd8c7', 'd8d7', 'd8e8', 'c8b7', 'c8g4', 'a7a6', 'c8e6', 'e5e4', 'h7h5']",1
d6b8,d6,b8,b,N,0,"['d6b8', 'd7c7', 'd7e6', 'd7f5', 'd7d8', 'd7g4', 'd7e8', 'd7h3', 'd7b7', 'd7b5']",1
f8d8,f8,d8,r,,0,"['c8b7', 'd7g4', 'h7h5', 'f8e8', 'f6g4', 'e7f5', 'e5e4', 'd7e6', 'e7g6', 'h7h6']",1
e5e4,e5,e4,p,,0,"['c8b7', 'e5e4', 'd7f5', 'h7h5', 'h7h6', 'f6g4', 'e7f5', 'e7g6', 'd7g4', 'd7e8']",1
a7b6,a7,b6,p,P,0,"['a7b6', 'h7h6', 'e4e3', 'e4d3', 'h7h5', 'f6g4', 'e7g6', 'e7f5', 'f6d5', 'b8g3']",1
e7g6,e7,g6,n,,0,"['d7d4', 'h7h5', 'g8h8', 'd7g4', 'e7g6', 'c8b7', 'b8e5', 'h7h6', 'f6h5', 'b8f4']",1
g6e5,g6,e5,n,,0,"['b8e5', 'd8e8', 'h7h5', 'd8f8', 'h7h6', 'd7e6', 'd7d4', 'f6g4', 'd7e8', 'g6h4']",1
f6g4,f6,g4,n,,0,"['f6g4', 'd7g4', 'd7d4', 'e5c4', 'd7e8', 'd8e8', 'd7e6', 'd7e7', 'e5g4', 'g8h8']",1
c7c6,c7,c6,p,,0,"['c7c5', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'e7e6', 'b8c6', 'f7f5', 'b7b6', 'c7c6']",1
d7d5,d7,d5,p,,0,"['d7d5', 'g8f6', 'e7e6', 'a7a6', 'd7d6', 'd8a5', 'h7h6', 'f7f5', 'g7g6', 'b7b5']",1
g8f6,g8,f6,n,,0,"['g8f6', 'e7e6', 'd5c4', 'h7h6', 'a7a6', 'c8f5', 'c8e6', 'g7g6', 'b8d7', 'd8b6']",1
c8g4,c8,g4,b,,0,"['a7a5', 'g7g6', 'c8g4', 'c8f5', 'f6e4', 'd8d6', 'b8d7', 'a7a6', 'd5c4', 'h7h6']",1
e7e6,e7,e6,p,,0,"['e7e6', 'b8d7', 'd5c4', 'd8c7', 'd8b6', 'a7a6', 'd8d7', 'g4f3', 'g4c8', 'd8c8']",1
f8d6,f8,d6,b,,0,"['f8d6', 'b8d7', 'f8e7', 'd5c4', 'g4h5', 'a7a5', 'h7h6', 'a7a6', 'f8b4', 'b7b6']",1
e8g8,e8,g8,k,,0,"['e8g8', 'd8c7', 'b8d7', 'd6e7', 'g4f3', 'd8e7', 'f6e4', 'h7h6', 'g4h5', 'g4f5']",1
g4h5,g4,h5,b,,0,"['g4f5', 'g4h5', 'g4f3', 'g4h3', 'h7h5', 'b8d7', 'f6e4', 'd8e7', 'b8a6', 'e6e5']",1
b8d7,b8,d7,n,,0,"['b8d7', 'h5f3', 'd5c4', 'f6e4', 'd8e7', 'a7a5', 'b8a6', 'd6e7', 'd6b4', 'b7b6']",1
a8c8,a8,c8,r,,0,"['d5c4', 'h7h6', 'f6e4', 'd8e7', 'a7a6', 'd6b8', 'a8c8', 'f8e8', 'a8b8', 'h5f3']",1
d6b8,d6,b8,b,,0,"['d6c7', 'h5f3', 'd6e7', 'd6b8', 'd7c5', 'd6c5', 'f6e4', 'd8e7', 'e6e5', 'f6e8']",1
d8c7,d8,c7,q,,0,"['d8c7', 'f6e4', 'a7a6', 'h7h6', 'g8h8', 'd8e8', 'b7b6', 'b8c7', 'd8e7', 'f8e8']",1
h5f3,h5,f3,b,N,0,"['h5f3', 'c8e8', 'h7h6', 'f8d8', 'f6e4', 'b7b6', 'c8d8', 'a7a6', 'f8e8', 'e6e5']",1
f3e2,f3,e2,b,B,0,"['f3e2', 'f3e4', 'd7c5', 'f6e4', 'f3h5', 'e6e5', 'd7e5', 'h7h5', 'f3h1', 'c8e8']",1
e6e5,e6,e5,p,,0,"['c8e8', 'f8e8', 'a7a6', 'h7h6', 'f6e4', 'b7b5', 'b7b6', 'h7h5', 'e6e5', 'c8d8']",1
e5d4,e5,d4,p,P,0,"['e5f4', 'e5d4', 'e5e4', 'f6e4', 'c7d8', 'c8e8', 'g8h8', 'f8e8', 'c8d8', 'b7b6']",1
c8e8,c8,e8,r,,0,"['c8e8', 'a7a6', 'b7b6', 'c8d8', 'f8d8', 'h7h5', 'b7b5', 'g8h8', 'g7g6', 'f8e8']",1
f6e4,f6,e4,n,,0,"['f6e4', 'c7c8', 'b7b6', 'f6h5', 'c7d8', 'e8d8', 'h7h6', 'g8h8', 'h7h5', 'e8c8']",1
e8e4,e8,e4,r,N,0,"['e8e4', 'd5e4', 'a7a5', 'c7d8', 'c7c8', 'e8d8', 'e8c8', 'a7a6', 'd7e5', 'f7f6']",1
f8e8,f8,e8,r,,0,"['d7f6', 'f7f5', 'f8e8', 'c7d8', 'c7c8', 'b7b5', 'b7b6', 'g8h8', 'e4e6', 'a7a6']",1
e8e4,e8,e4,r,R,0,"['d5e4', 'e8e4', 'e8f8', 'd7f6', 'e8c8', 'c7d8', 'c7c8', 'e8d8', 'e8e6', 'g8f8']",1
f7f5,f7,f5,p,,0,"['c7c8', 'c7d8', 'd7f6', 'h7h5', 'a7a6', 'f7f5', 'g7g6', 'h7h6', 'b7b5', 'a7a5']",1
f5e4,f5,e4,p,R,0,"['f5e4', 'd5e4', 'd7f6', 'c7c8', 'c7d8', 'd7c5', 'g8f8', 'g7g6', 'h7h6', 'g8f7']",1
b7b6,b7,b6,p,,0,"['c7c8', 'd7f8', 'h7h6', 'g8h8', 'd7f6', 'a7a6', 'g7g6', 'g8f8', 'b7b5', 'b7b6']",1
b6c5,b6,c5,p,P,0,"['c7d8', 'd7f6', 'c7c8', 'g8h8', 'g8f8', 'h7h5', 'g7g6', 'd7f8', 'h7h6', 'a7a6']",1
c7a5,c7,a5,q,,0,"['c7c8', 'g8h8', 'c7d8', 'd7f8', 'g8f8', 'c7b7', 'd7f6', 'h7h6', 'g7g6', 'a7a5']",1
a5e1,a5,e1,q,,1,"['a5a6', 'h7h5', 'a7a6', 'a5c7', 'a5e1', 'a5d8', 'a5b5', 'd7f8', 'b8c7', 'b8d6']",1
e1e3,e1,e3,q,B,0,"['e1e3', 'g8f7', 'e1d1', 'a7a6', 'e1a5', 'h7h5', 'g7g5', 'd7f8', 'g7g6', 'b8d6']",1
c7c6,c7,c6,p,,0,"['c7c5', 'd7d5', 'g8f6', 'g7g6', 'd7d6', 'e7e6', 'b8c6', 'f7f5', 'b7b6', 'c7c6']",1
d7d5,d7,d5,p,,0,"['d7d5', 'g8f6', 'e7e6', 'a7a6', 'd7d6', 'd8a5', 'h7h6', 'f7f5', 'g7g6', 'b7b5']",1
g8f6,g8,f6,n,,0,"['g8f6', 'e7e6', 'd5c4', 'h7h6', 'a7a6', 'c8f5', 'c8e6', 'g7g6', 'b8d7', 'd8b6']",1
c8g4,c8,g4,b,,0,"['c8f5', 'e7e6', 'g7g6', 'c8e6', 'a7a6', 'h7h6', 'b8d7', 'b7b6', 'f6e4', 'c8g4']",1
e7e6,e7,e6,p,,0,"['b8d7', 'd5c4', 'd8d7', 'a7a6', 'd8c7', 'g4c8', 'b7b6', 'g4f3', 'd8c8', 'e7e6']",1
f8d6,f8,d6,b,,0,"['f8d6', 'b8d7', 'f8e7', 'd5c4', 'g4h5', 'a7a5', 'h7h6', 'a7a6', 'f8b4', 'b7b6']",1
g4h5,g4,h5,b,,0,"['g4f3', 'g4h5', 'g4f5', 'b8d7', 'd8e7', 'e8g8', 'h7h5', 'g4h3', 'd8c7', 'd6c7']",1
h5g6,h5,g6,b,,0,"['e8g8', 'd6b4', 'b8d7', 'a7a5', 'h5g6', 'h5f3', 'b7b6', 'd6e7', 'h7h6', 'b8a6']",1
e8g8,e8,g8,k,,0,"['b8d7', 'h7h6', 'e8g8', 'a7a6', 'd6b4', 'b8a6', 'h7h5', 'f6e4', 'd8e7', 'a7a5']",1
b8d7,b8,d7,n,,0,"['b8d7', 'f8e8', 'a7a6', 'b8a6', 'd6c7', 'd6b4', 'h7h5', 'd8e7', 'g6f5', 'd8a5']",1
e6e5,e6,e5,p,,0,"['a7a5', 'f8e8', 'a8c8', 'd8e7', 'a7a6', 'a8b8', 'd6b4', 'd6c7', 'g6h5', 'h7h5']",1
d7e5,d7,e5,n,P,0,"['d7e5', 'd6e5', 'f6e4', 'd5d4', 'd6b4', 'd6c5', 'd6b8', 'f8e8', 'd5c4', 'd6c7']",1
c6d5,c6,d5,p,P,0,"['c6d5', 'e5f3', 'd8c7', 'f6d5', 'd8e8', 'd8e7', 'd6c7', 'd8a5', 'f8e8', 'a8c8']",1
d8e7,d8,e7,q,,0,"['d8e7', 'f8e8', 'a8c8', 'g6e4', 'g6f5', 'd8a5', 'd8c7', 'd8b6', 'd6c7', 'd8b8']",1
f8d8,f8,d8,r,,0,"['f8d8', 'a8d8', 'e5f3', 'd6c7', 'e5c6', 'a8c8', 'e7e6', 'f8c8', 'd5d4', 'a8b8']",1
a7a6,a7,a6,p,,0,"['a8c8', 'e5c6', 'd6b4', 'a7a6', 'd6c7', 'd6c5', 'a7a5', 'g8h8', 'd6a3', 'g8f8']",1
a8c8,a8,c8,r,,0,"['d6b4', 'a8c8', 'd6b8', 'h7h6', 'd6c7', 'g6d3', 'e5d3', 'd6c5', 'g6e4', 'a6a5']",1
f6d5,f6,d5,n,N,0,"['e5f3', 'f6d5', 'e7e8', 'e7d7', 'e7f8', 'g8f8', 'g8h8', 'e7c7', 'e7e6', 'g6e4']",1
e5d3,e5,d3,n,,0,"['d6b4', 'g6d3', 'e5d3', 'h7h5', 'e5c6', 'g6h5', 'g8f8', 'd8d7', 'c8c5', 'd6a3']",1
e7e5,e7,e5,q,,0,"['e7e5', 'd3b2', 'd3b4', 'd6b4', 'd6b8', 'h7h5', 'd3c5', 'f7f6', 'e7c7', 'd6c7']",1
d3b2,d3,b2,n,B,0,"['d6b4', 'b7b5', 'd3b2', 'a6a5', 'e5e7', 'b7b6', 'e5g5', 'e5f6', 'c8c7', 'd8d7']",1
d6c5,d6,c5,b,,0,"['c8c7', 'c8c2', 'h7h5', 'b7b5', 'd8d7', 'e5e7', 'g6e4', 'a6a5', 'c8b8', 'g6h5']",1
h7h5,h7,h5,p,,0,"['e5e7', 'b7b6', 'g6e4', 'b7b5', 'c8c7', 'd8d7', 'c5d4', 'c8b8', 'e5c7', 'e5b8']",1
c8c7,c8,c7,r,,0,"['h5h4', 'g6e4', 'c8c7', 'c8b8', 'e5f6', 'g6f5', 'c5d4', 'a6a5', 'e5e7', 'e5d6']",1
h5h4,h5,h4,p,,0,"['h5h4', 'c7d7', 'g6e4', 'c5b6', 'g6f5', 'd8d7', 'c5a7', 'd8d6', 'c5b4', 'd8a8']",1
h4g3,h4,g3,p,P,1,"['c5d6', 'c7d7', 'g6e4', 'h4g3', 'c5d4', 'g8h7', 'c5b6', 'd8d7', 'd8b8', 'd8d6']",1
c5d6,c5,d6,b,,0,"['e5e3', 'c7e7', 'g6h5', 'd8d7', 'd8e8', 'd8d6', 'c5b6', 'c7d7', 'c5d4', 'g8h7']",1
e5e3,e5,e3,q,P,0,"['c7c3', 'g6e4', 'g6h7', 'd6f8', 'e5e3', 'c7d7', 'g8h7', 'd6b4', 'd8d7', 'd8b8']",1
g6e4,g6,e4,b,,0,"['d6e5', 'g6e4', 'c7c5', 'd6e7', 'd6f8', 'e3g5', 'e3e5', 'd8d7', 'e3e8', 'g8h8']",1
e3f2,e3,f2,q,Q,1,"['e3f2', 'e3g5', 'e3h6', 'e3c3', 'd6g3', 'e3g3', 'd8a8', 'd6f4', 'e4d3', 'e4d5']",1
e4g6,e4,g6,b,,0,"['d6e5', 'c7c4', 'd6b4', 'd6f8', 'd6a3', 'c7e7', 'c7d7', 'd6e7', 'd6c5', 'g8h7']",1
d6c5,d6,c5,b,,0,"['d6f8', 'd6e7', 'd6c5', 'd6a3', 'd6b4', 'd6e5', 'c7d7', 'c7c5', 'c7c4', 'c7c8']",1
c7d7,c7,d7,r,,0,"['c5b4', 'g6e4', 'c7c8', 'c5b6', 'c5a7', 'c7e7', 'c7a7', 'd8f8', 'c5a3', 'c7d7']",1
d7d2,d7,d2,r,R,1,"['d7d2', 'c5d6', 'g6f5', 'd7d6', 'd8a8', 'g6e4', 'g6h5', 'd7b7', 'c5e7', 'd7a7']",1
d8a8,d8,a8,r,,0,"['d8a8', 'd8c8', 'd8f8', 'd8e8', 'd8b8', 'c5b6', 'c5e7', 'd8d6', 'c5d6', 'd8d4']",1
a8b8,a8,b8,r,,0,"['c5d6', 'g8f8', 'g6e4', 'a8c8', 'c5a3', 'c5b4', 'c5e7', 'a8e8', 'c5a7', 'g6f5']",1
g6e4,g6,e4,b,,1,"['c5e3', 'g6e4', 'g6f5', 'g8h7', 'g6h5', 'g6b1', 'b8b3', 'b8b6', 'g8h8', 'b8e8']",1
e4a8,e4,a8,b,,0,"['b8f8', 'g8h7', 'b8b6', 'c5b6', 'c5e3', 'c5a7', 'b8b7', 'e4a8', 'e4h1', 'b8a8']",1
g8h7,g8,h7,k,,0,"['g8h8', 'g8h7', 'g8f8']",1
h7h6,h7,h6,k,,0,"['h7h6', 'h7h8', 'h7g8']",1
b8f8,b8,f8,r,,1,"['b8c8', 'b8b3', 'b8b6', 'a8b7', 'a8h1', 'c5a3', 'c5e7', 'c5f8', 'a8f3', 'b8f8']",1
f8f2,f8,f2,r,,1,"['a8g2', 'a8b7', 'a8h1', 'f8f2', 'f8f6', 'a8c6', 'c5a3', 'c5g1', 'a8f3', 'c5b4']",1
f2f1,f2,f1,r,,1,"['f2f8', 'f2f3', 'f2f6', 'f2f1', 'f2d2', 'a8g2', 'a8b7', 'c5b6', 'f2g2', 'a8f3']",1
c5b4,c5,b4,b,,0,"['c5a3', 'f1e1', 'f1a1', 'f1f6', 'f1f2', 'c5e7', 'f1f8', 'c5b4', 'c5g1', 'a8c6']",1
a8d5,a8,d5,b,,0,"['f1a1', 'a8f3', 'f1h1', 'b4e1', 'f1e1', 'b4c5', 'b4e7', 'f1f6', 'f1f8', 'b4d6']",1
f1f3,f1,f3,r,,0,"['h6g5', 'f1g1', 'b4d6', 'f1a1', 'b4e1', 'b4a3', 'f1f8', 'f1e1', 'b4f8', 'd5e6']",1
h6g5,h6,g5,k,,0,['h6g5'],1
d5b3,d5,b3,b,P,1,"['d5b7', 'd5a8', 'd5g8', 'd5c6', 'd5e6', 'd5b3', 'd5f7', 'b4c3', 'd5c4', 'b4a5']",1
b4c5,b4,c5,b,,0,"['b4c5', 'f3e3', 'b4d2', 'b4d6', 'b4a5', 'b4f8', 'b4e1', 'b4a3', 'b4e7', 'b4c3']",1
c5e3,c5,e3,b,N,0,"['c5e3', 'f3e3', 'f3f2', 'c5b4', 'c5a7', 'c5b6', 'c5d6', 'f3f5', 'f3f8', 'c5d4']",1
f3f4,f3,f4,r,,1,"['g5g4', 'g5f4', 'f3g3', 'e3c1', 'g5f6', 'f3h3', 'e3f4', 'e3b6', 'e3a7', 'f3f4']",1
e3a7,e3,a7,b,,0,"['e3a7', 'e3g1', 'e3c1', 'e3b6', 'e3f2', 'e3d4', 'f4d4', 'f4g4', 'g5g4', 'f4a4']",1
f4a4,f4,a4,r,P,0,"['f4a4', 'f4d4', 'f4f3', 'a7f2', 'a7c5', 'g5h4', 'a7g1', 'f4b4', 'a7b8', 'a7b6']",1
a4a3,a4,a3,r,,1,"['a7d4', 'g5h4', 'g5f4', 'a4d4', 'a7c5', 'a7f2', 'a7g1', 'a4a3', 'a4a5', 'a7b8']",1
a3e3,a3,e3,r,,0,"['a3a4', 'a7e3', 'g5f4', 'a7f2', 'g5h4', 'a3a5', 'a7b8', 'a3a1', 'a7g1', 'a3h3']",1
g5h4,g5,h4,k,,0,"['g5f4', 'g5h4']",1
e3e4,e3,e4,r,,1,"['g7h6', 'e3f3', 'e3e5', 'e3e4', 'e3c3', 'e3a3', 'e3e1', 'a7b8', 'e3d3', 'e3e6']",1
g7h6,g7,h6,p,P,0,"['e4d4', 'e4e2', 'e4e8', 'a7e3', 'e4f4', 'e4b4', 'e4e5', 'h4g3', 'e4a4', 'e4c4']",1
h4g3,h4,g3,k,,0,"['h4g5', 'h4g3']",1
e4e3,e4,e3,r,,0,"['e4d4', 'e4a4', 'e4e8', 'e4e2', 'e4b4', 'e4f4', 'e4e7', 'e4e1', 'e4e3', 'e4h4']",1
a7b8,a7,b8,b,,0,"['g3f2', 'g3f4', 'e3e8', 'e3e2', 'e3e7', 'a7b8', 'e3f3', 'e3c3', 'a7d4', 'e3e5']",1
e3d3,e3,d3,r,,1,"['e3e5', 'g3f2', 'e3e8', 'b8f4', 'g3f4', 'g3g2', 'e3e1', 'e3f3', 'e3e2', 'b8e5']",1
d3c3,d3,c3,r,,0,"['d3d8', 'd3d1', 'd3d2', 'd3e3', 'd3f3', 'b8e5', 'b8f4', 'd3d4', 'g3g2', 'd3a3']",1
c7c6,c7,c6,p,,0,"['d7d5', 'c7c5', 'b8c6', 'g8f6', 'e7e5', 'c7c6', 'd7d6', 'e7e6', 'b7b6', 'a7a5']",1
d7d5,d7,d5,p,,0,"['d7d5', 'g7g6', 'g8f6', 'a7a6', 'd7d6', 'e7e6', 'd8c7', 'h7h6', 'a7a5', 'd8a5']",1
c6d5,c6,d5,p,P,0,"['c6d5', 'd8a5', 'c8g4', 'c8f5', 'g8f6', 'g7g6', 'h7h6', 'd8c7', 'a7a6', 'd8d6']",1
b8c6,b8,c6,n,,0,"['b8c6', 'b8d7', 'c8d7', 'd8d7']",1
g8f6,g8,f6,n,,0,"['c8g4', 'c8d7', 'g8f6', 'e7e6', 'a7a6', 'd8a5', 'g7g6', 'c8e6', 'c8f5', 'g8h6']",1
c8d7,c8,d7,b,,0,"['c8d7', 'd8c7', 'd8b6', 'd8a5', 'd8d6', 'a7a6', 'c8f5', 'a8b8', 'f6d7', 'c8e6']",1
d8d7,d8,d7,q,N,0,"['d8d7', 'f6d7', 'd8a5', 'e8d7', 'f6e4', 'h8g8', 'e7e6', 'd8c7', 'a7a6', 'a8c8']",1
e7e6,e7,e6,p,,0,"['a7a6', 'e7e6', 'd7d6', 'a8c8', 'a8b8', 'd7c7', 'h7h6', 'g7g6', 'a8d8', 'h7h5']",1
f8d6,f8,d6,b,,0,"['a7a6', 'f8d6', 'h7h6', 'd7d8', 'a8c8', 'h7h5', 'a8d8', 'f8e7', 'f6e4', 'a7a5']",1
a7a6,a7,a6,p,,0,"['a7a6', 'f6e4', 'd6g3', 'd7c7', 'e8g8', 'd7e7', 'a8c8', 'h7h5', 'h7h6', 'a8d8']",1
b7c6,b7,c6,p,B,0,"['d7c6', 'b7c6', 'd6g3', 'e8c8', 'f6e4', 'a8d8', 'h7h6', 'b7b5', 'g7g5', 'd6b8']",1
e8g8,e8,g8,k,,0,"['d6g3', 'c6c5', 'e8g8', 'd6e7', 'a6a5', 'd7c7', 'd7e7', 'd7d8', 'a8c8', 'h7h5']",1
c6c5,c6,c5,p,,0,"['f8b8', 'd6g3', 'c6c5', 'h7h6', 'a8b8', 'a6a5', 'f8c8', 'a8a7', 'f8e8', 'd6b8']",1
a8b8,a8,b8,r,,0,"['d6g3', 'c5c4', 'f8b8', 'c5d4', 'a8b8', 'a6a5', 'f8c8', 'f8e8', 'f6e4', 'd7c7']",1
c5d4,c5,d4,p,P,0,"['c5c4', 'f8c8', 'b8c8', 'd7e7', 'd7c7', 'c5d4', 'f6e4', 'd6g3', 'd7c6', 'f6h5']",1
f6e4,f6,e4,n,,0,"['d6g3', 'b8c8', 'f8c8', 'f6e4', 'f8e8', 'f8d8', 'h7h6', 'd7e7', 'g7g6', 'f6g4']",1
e4g3,e4,g3,n,B,0,"['d7a7', 'd7e8', 'd7b7', 'd7c7', 'd7b5', 'd6e5', 'd7c8', 'd7d8', 'e4f2', 'e4c3']",1
g3f1,g3,f1,n,R,0,"['g3f1', 'b8b7', 'b8d8', 'b8c8', 'b8a8', 'f8d8', 'g3h1', 'f7f5', 'a6a5', 'd6e7']",1
f1h2,f1,h2,n,P,0,"['f1e3', 'f1d2', 'd6h2', 'g7g5', 'd6b8', 'e6e5', 'g7g6', 'f7f5', 'f8b8', 'f8c8']",1
d6b8,d6,b8,b,N,0,"['d6c7', 'h2f3', 'd6b8', 'f8c8', 'f8b8', 'f7f5', 'g7g5', 'f7f6', 'g7g6', 'h7h5']",1
d7d5,d7,d5,p,,0,"['d7d5', 'g7g6', 'e7e5', 'b7b6', 'g8f6', 'a7a6', 'c7c6', 'e7e6', 'c7c5', 'a7a5']",1
g8f6,g8,f6,n,,0,"['g8f6', 'c8f5', 'e7e6', 'g7g6', 'c8e6', 'b7b6', 'a7a5', 'a7a6', 'b8d7', 'h7h5']",1
c8g4,c8,g4,b,,0,"['h7h6', 'c7c6', 'g7g6', 'a7a6', 'e7e6', 'c8f5', 'a7a5', 'c8d7', 'c7c5', 'c8e6']",1
e7e6,e7,e6,p,,0,"['b8d7', 'h7h5', 'c7c6', 'g4f3', 'g4h5', 'b8c6', 'h7h6', 'a7a5', 'g4e6', 'g4f5']",1
c7c6,c7,c6,p,,0,"['f8e7', 'c7c6', 'b8d7', 'd8c8', 'g4f3', 'b8c6', 'h7h5', 'g4h5', 'c7c5', 'a7a6']",1
d8b6,d8,b6,q,,0,"['f8d6', 'f8e7', 'd8c7', 'b8d7', 'h7h6', 'g4f5', 'h7h5', 'a7a6', 'f6d7', 'a7a5']",1
f8d6,f8,d6,b,,0,"['f8d6', 'g4f5', 'b8d7', 'a7a5', 'f8e7', 'b6a6', 'b6c7', 'g4h5', 'b6b5', 'a7a6']",1
b8d7,b8,d7,n,,0,"['g4f5', 'f6e4', 'b8d7', 'h7h5', 'b8a6', 'g4h5', 'a7a5', 'b6c7', 'h7h6', 'a7a6']",1
h7h6,h7,h6,p,,0,"['g4f5', 'e8g8', 'b6c7', 'h7h6', 'g4h5', 'a7a5', 'a8c8', 'b6a6', 'b6a5', 'h7h5']",1
e8g8,e8,g8,k,,0,"['g4f5', 'b6a6', 'b6d8', 'd6e7', 'a7a5', 'b6c7', 'e8g8', 'a8c8', 'a8d8', 'h6h5']",1
e6e5,e6,e5,p,,0,"['g4f5', 'b6a6', 'a8c8', 'f8c8', 'g4h5', 'a7a5', 'b6c7', 'a7a6', 'g7g5', 'h6h5']",1
d7e5,d7,e5,n,P,0,"['g4f3', 'b6b3', 'd6e5', 'd6c5', 'd5d4', 'b6e3', 'c6c5', 'd6e7', 'd7e5', 'b6d8']",1
a7b6,a7,b6,p,B,0,"['a7b6', 'e5f3', 'e5d7', 'f8e8', 'f6e4', 'g4f3', 'f6d7', 'g4e6', 'g4h5', 'e5c4']",1
d6e5,d6,e5,b,N,0,"['d6e5', 'g4e6', 'g4h5', 'g4c8', 'b6b5', 'f8e8', 'a8a4', 'g7g6', 'f8c8', 'g4d7']",1
g4h5,g4,h5,b,,0,"['g4h3', 'g4c8', 'g4h5', 'g7g5', 'f8e8', 'f8c8', 'g4f3', 'e5b8', 'd5d4', 'e5d4']",1
h5g6,h5,g6,b,,0,"['f8d8', 'e5d4', 'a8a7', 'h5g6', 'f6g4', 'g8h8', 'f6h7', 'f8e8', 'e5d6', 'c6c5']",1
a8a4,a8,a4,r,,0,"['e5d6', 'e5d4', 'g6h7', 'e5b8', 'e5c7', 'f6h7', 'f6h5', 'g8h8', 'f6e8', 'c6c5']",1
c7c6,c7,c6,p,,0,"['d7d5', 'c7c6', 'h7h6', 'e7e5', 'g8f6', 'c7c5', 'g7g6', 'f7f5', 'b8c6', 'f7f6']",1
d7d5,d7,d5,p,,0,"['g8f6', 'e7e5', 'd7d5', 'a7a6', 'g7g6', 'c6c5', 'e7e6', 'h7h6', 'd8c7', 'd7d6']",1
g8f6,g8,f6,n,,0,"['g8f6', 'd5e4', 'g7g6', 'e7e6', 'd8c7', 'c8e6', 'd5d4', 'c8g4', 'd8a5', 'b8d7']",1
f6d7,f6,d7,n,,0,"['f6d7', 'f6g8', 'f6g4', 'f6h5', 'd8a5', 'g7g5', 'h7h5', 'h8g8', 'd8c7', 'c6c5']",1
e7e6,e7,e6,p,,0,"['c6c5', 'e7e6', 'g7g6', 'f7f6', 'a7a6', 'h7h6', 'd8a5', 'a7a5', 'd8c7', 'b8a6']",1
f8c5,f8,c5,b,,0,"['c6c5', 'a7a5', 'a7a6', 'd8c7', 'f8c5', 'h7h6', 'd7b6', 'b7b6', 'f8e7', 'b7b5']",1
h7h5,h7,h5,p,,0,"['b7b6', 'a7a6', 'a7a5', 'c5b6', 'c5e7', 'b8a6', 'e8g8', 'd8c7', 'h7h6', 'b7b5']",1
g7g5,g7,g5,p,,0,"['c5e7', 'a7a5', 'b7b6', 'h5h4', 'c5f8', 'a7a6', 'c5b6', 'd8c7', 'd7f8', 'b8a6']",1
c5b6,c5,b6,b,,0,"['g5g4', 'c5e7', 'h8g8', 'c5f8', 'a7a5', 'b7b6', 'd8b6', 'd8c7', 'h5h4', 'c5b6']",1
f7f6,f7,f6,p,,0,"['d8c7', 'f7f6', 'd7e5', 'h5h4', 'a7a5', 'b8a6', 'h8g8', 'a7a6', 'e8g8', 'd8e7']",1
d7f6,d7,f6,n,P,0,"['d8c7', 'd7f6', 'd8f6', 'h8h7', 'e8g8', 'b8a6', 'a7a5', 'e8f7', 'e6e5', 'e8f8']",1
b8d7,b8,d7,n,,0,"['h5h4', 'b8d7', 'b6c7', 'c6c5', 'e8f8', 'e8e7', 'd8e7', 'd5d4', 'f6g4', 'c8d7']",1
d8e7,d8,e7,q,,0,"['d8e7', 'd7e5', 'e8g8', 'b6c7', 'a7a5', 'h5h4', 'd8c7', 'a8b8', 'h8h7', 'c6c5']",1
e7g7,e7,g7,q,,0,"['e7g7', 'd7e5', 'd7f8', 'e8g8', 'e8d8', 'h8g8', 'e7d6', 'c6c5', 'a7a6', 'e7d8']",1
e8d8,e8,d8,k,,0,"['e8f8', 'e8d8', 'g7g6', 'e8e7', 'g7f7']",1
d8c7,d8,c7,k,,0,"['h8g8', 'd8c7', 'h8f8', 'd7e5', 'd7f8', 'b6d4', 'd8e7', 'h5h4', 'b6c7', 'a7a6']",1
c8d7,c8,d7,b,N,0,"['c8d7', 'f6d7', 'c7d7', 'f6h7', 'f6e4', 'f6e8', 'b6d4', 'f6g4', 'f6g8', 'h8g8']",1
c7c8,c7,c8,k,,0,"['c7d8', 'c7c8', 'e6e5']",1
h8g8,h8,g8,r,,0,"['h8g8', 'b6d8', 'b6c7', 'h5h4', 'a7a6', 'h8f8', 'a7a5', 'c8d8', 'h8d8', 'd7e8']",1
g7g6,g7,g6,q,B,0,"['g7g6', 'h5h4', 'b6c7', 'd7e8', 'b6d8', 'a8b8', 'a7a5', 'c8d8', 'a7a6', 'g7h6']",1
